UQNO,Geo_Type_Code,Province,Stratum,Metro_code
260115850000015901,Urban,Eastern Cape,22103,EC - Buffalo City
760111800000016801,Urban,Gauteng,70109,GP - Non-metro
877105240000009001,Traditional,Mpumalanga,80202,MP - Non-metro
799150000000016801,Urban,Gauteng,78107,GP - City of Tshwane
970100800000016101,Traditional,Limpopo,90210,LP - Non-metro
760106800080001901,Urban,Gauteng,70107,GP - Non-metro
271104650000001601,Traditional,Eastern Cape,20213,EC - Non-metro
668102490000013801,Traditional,North West,60205,NW - Non-metro
472103270000006601,Urban,Free State,40102,FS - Non-metro
667100900000017401,Traditional,North West,60203,NW - Non-metro
295102730000013001,Traditional,Eastern Cape,20206,EC - Non-metro
798162230000030601,Urban,Gauteng,77105,GP - City of Johannesburg
583100770000010001,Traditional,KwaZulu-Natal,50208,KZN - Non-metro
798124190000027201,Urban,Gauteng,77108,GP - City of Johannesburg
978101720000013501,Traditional,Limpopo,90204,LP - Non-metro
974103950000002801,Traditional,Limpopo,90209,LP - Non-metro
294111300000008701,Traditional,Eastern Cape,20214,EC - Non-metro
598100180000013701,Farms,KwaZulu-Natal,50209,KZN - Non-metro
514102290000020201,Urban,KwaZulu-Natal,50109,KZN - Non-metro
293102410000025301,Traditional,Eastern Cape,20217,EC - Non-metro
664100650000007701,Urban,North West,60103,NW - Non-metro
877105420000012201,Traditional,Mpumalanga,80201,MP - Non-metro
503102750000007201,Traditional,KwaZulu-Natal,50217,KZN - Non-metro
199139870000007401,Urban,Western Cape,11114,WC - City of Cape Town
599115510050002501,Traditional,KwaZulu-Natal,55201,KZN - eThekwini
294104320000002001,Traditional,Eastern Cape,20219,EC - Non-metro
667101820000010201,Traditional,North West,60201,NW - Non-metro
292101100000010701,Traditional,Eastern Cape,20215,EC - Non-metro
871100340000014701,Traditional,Mpumalanga,80108,MP - Non-metro
504101680000026301,Traditional,KwaZulu-Natal,50203,KZN - Non-metro
271102830000020701,Traditional,Eastern Cape,20220,EC - Non-metro
297105450000007301,Traditional,Eastern Cape,20211,EC - Non-metro
562101080000018201,Traditional,KwaZulu-Natal,50203,KZN - Non-metro
960102000000012001,Traditional,Limpopo,90212,LP - Non-metro
503102750000017201,Traditional,KwaZulu-Natal,50217,KZN - Non-metro
798125410000024101,Urban,Gauteng,77108,GP - City of Johannesburg
874109990000010501,Traditional,Mpumalanga,80205,MP - Non-metro
661107450000008201,Traditional,North West,60208,NW - Non-metro
171100700000005001,Urban,Western Cape,10103,WC - Non-metro
981101540000015001,Urban,Limpopo,90105,LP - Non-metro
797145470000008501,Urban,Gauteng,76110,GP - Ekurhuleni
798127430000001401,Urban,Gauteng,77108,GP - City of Johannesburg
271101620000016901,Traditional,Eastern Cape,20220,EC - Non-metro
295104600000021901,Traditional,Eastern Cape,20213,EC - Non-metro
474100720000000801,Urban,Free State,40106,FS - Non-metro
961100280000012201,Traditional,Limpopo,90209,LP - Non-metro
964100820000011101,Traditional,Limpopo,90213,LP - Non-metro
973100710000012301,Traditional,Limpopo,90204,LP - Non-metro
592103620180001002,Urban,KwaZulu-Natal,50109,KZN - Non-metro
538100720000003901,Traditional,KwaZulu-Natal,50204,KZN - Non-metro
976103800000008901,Urban,Limpopo,90105,LP - Non-metro
362100640000015001,Urban,Northern Cape,30401,NC - Non-metro
176102280000024201,Farms,Western Cape,10301,WC - Non-metro
293100700000021501,Traditional,Eastern Cape,20204,EC - Non-metro
181100170000002201,Urban,Western Cape,10106,WC - Non-metro
877109830000003501,Traditional,Mpumalanga,80201,MP - Non-metro
797122930000002401,Urban,Gauteng,76102,GP - Ekurhuleni
666301150000103901,Urban,North West,60102,NW - Non-metro
582102270000008301,Traditional,KwaZulu-Natal,50203,KZN - Non-metro
877109670000007601,Traditional,Mpumalanga,80202,MP - Non-metro
293102590000001801,Traditional,Eastern Cape,20217,EC - Non-metro
966110290000004401,Traditional,Limpopo,90203,LP - Non-metro
360101890000000601,Traditional,Northern Cape,30201,NC - Non-metro
674101850000024001,Traditional,North West,60207,NW - Non-metro
799136840000001801,Urban,Gauteng,78108,GP - City of Tshwane
661107450000005401,Traditional,North West,60208,NW - Non-metro
299115380000001901,Urban,Eastern Cape,23101,EC - Nelson Mandela Bay
797138180000011101,Urban,Gauteng,76106,GP - Ekurhuleni
798140770000012201,Urban,Gauteng,77109,GP - City of Johannesburg
966103800000011001,Urban,Limpopo,90102,LP - Non-metro
797148810000030901,Urban,Gauteng,76109,GP - Ekurhuleni
966107930000001401,Traditional,Limpopo,90213,LP - Non-metro
589101950000034701,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
798145120000004701,Urban,Gauteng,77102,GP - City of Johannesburg
506104530000003501,Urban,KwaZulu-Natal,50103,KZN - Non-metro
293103360000000301,Traditional,Eastern Cape,20215,EC - Non-metro
960101020000007601,Traditional,Limpopo,90203,LP - Non-metro
860101860000004401,Traditional,Mpumalanga,80206,MP - Non-metro
499110080000009101,Urban,Free State,44101,FS - Mangaung
560100270000019501,Traditional,KwaZulu-Natal,50206,KZN - Non-metro
961104250000005501,Traditional,Limpopo,90214,LP - Non-metro
962105260000020001,Traditional,Limpopo,90215,LP - Non-metro
987100960000012601,Traditional,Limpopo,90216,LP - Non-metro
599115110000005401,Traditional,KwaZulu-Natal,55201,KZN - eThekwini
666102170000005801,Traditional,North West,60202,NW - Non-metro
261100710000015901,Urban,Eastern Cape,20103,EC - Non-metro
599155880110002701,Urban,KwaZulu-Natal,55111,KZN - eThekwini
283101060000001701,Traditional,Eastern Cape,20221,EC - Non-metro
295105270000014101,Traditional,Eastern Cape,20211,EC - Non-metro
799136580170001601,Urban,Gauteng,78113,GP - City of Tshwane
666201150000031401,Urban,North West,60102,NW - Non-metro
764101460000014201,Urban,Gauteng,70107,GP - Non-metro
760108580000018701,Urban,Gauteng,70106,GP - Non-metro
467106580000005801,Urban,Free State,40101,FS - Non-metro
591100440000001101,Traditional,KwaZulu-Natal,50204,KZN - Non-metro
797114180000014701,Urban,Gauteng,76102,GP - Ekurhuleni
976101460000009301,Traditional,Limpopo,90210,LP - Non-metro
599125140000009301,Urban,KwaZulu-Natal,55102,KZN - eThekwini
597100470000002501,Traditional,KwaZulu-Natal,50217,KZN - Non-metro
565100420000002801,Farms,KwaZulu-Natal,50101,KZN - Non-metro
506102080000002901,Traditional,KwaZulu-Natal,50212,KZN - Non-metro
966106270000023701,Traditional,Limpopo,90207,LP - Non-metro
464100650000002401,Urban,Free State,40104,FS - Non-metro
264100510000010001,Urban,Eastern Cape,20104,EC - Non-metro
986101090000016101,Traditional,Limpopo,90203,LP - Non-metro
964100820000009701,Traditional,Limpopo,90213,LP - Non-metro
199127750000031301,Urban,Western Cape,11105,WC - City of Cape Town
464100370000016501,Urban,Free State,40105,FS - Non-metro
798119750000015901,Urban,Gauteng,77108,GP - City of Johannesburg
764100180000013001,Urban,Gauteng,70108,GP - Non-metro
499102580000011601,Urban,Free State,44101,FS - Mangaung
577100250000014501,Farms,KwaZulu-Natal,50205,KZN - Non-metro
969103040000014201,Traditional,Limpopo,90205,LP - Non-metro
599114510000015101,Urban,KwaZulu-Natal,55112,KZN - eThekwini
478102150000006401,Urban,Free State,40103,FS - Non-metro
587100600000007202,Traditional,KwaZulu-Natal,50210,KZN - Non-metro
283101230000000701,Traditional,Eastern Cape,20209,EC - Non-metro
664105240000020401,Traditional,North West,60401,NW - Non-metro
666102510000010601,Traditional,North West,60202,NW - Non-metro
371100110000010002,Urban,Northern Cape,30101,NC - Non-metro
966103280000015801,Traditional,Limpopo,90201,LP - Non-metro
799148110100000901,Urban,Gauteng,78108,GP - City of Tshwane
467105440000016201,Urban,Free State,40107,FS - Non-metro
678100370000007301,Urban,North West,60107,NW - Non-metro
877109670000003801,Traditional,Mpumalanga,80202,MP - Non-metro
968102010000013001,Traditional,Limpopo,90201,LP - Non-metro
876103860000011001,Traditional,Mpumalanga,80203,MP - Non-metro
962107490000023201,Traditional,Limpopo,90213,LP - Non-metro
478101900000004801,Urban,Free State,40102,FS - Non-metro
798165100000008301,Urban,Gauteng,77102,GP - City of Johannesburg
797134940000023801,Urban,Gauteng,76109,GP - Ekurhuleni
464100320000005001,Urban,Free State,40102,FS - Non-metro
566108620000002701,Urban,KwaZulu-Natal,50110,KZN - Non-metro
876104470000014201,Traditional,Mpumalanga,80203,MP - Non-metro
599141870000003301,Urban,KwaZulu-Natal,55106,KZN - eThekwini
677102410000005601,Urban,North West,60103,NW - Non-metro
799121500000003001,Urban,Gauteng,78107,GP - City of Tshwane
599132240000014401,Traditional,KwaZulu-Natal,55201,KZN - eThekwini
503102710000012001,Traditional,KwaZulu-Natal,50206,KZN - Non-metro
294108670000022901,Urban,Eastern Cape,20208,EC - Non-metro
962102120000014201,Traditional,Limpopo,90209,LP - Non-metro
199110620000003601,Urban,Western Cape,11108,WC - City of Cape Town
974102930000021001,Traditional,Limpopo,90207,LP - Non-metro
661103220000026501,Traditional,North West,60203,NW - Non-metro
871102270000011601,Traditional,Mpumalanga,80206,MP - Non-metro
285101790000000101,Urban,Eastern Cape,20105,EC - Non-metro
294111300000001501,Traditional,Eastern Cape,20214,EC - Non-metro
566100310000014401,Traditional,KwaZulu-Natal,50212,KZN - Non-metro
798100540000002201,Urban,Gauteng,77113,GP - City of Johannesburg
798115010000024201,Urban,Gauteng,77107,GP - City of Johannesburg
260109440000006401,Urban,Eastern Cape,22102,EC - Buffalo City
797151160070002101,Urban,Gauteng,76111,GP - Ekurhuleni
473100180000015401,Urban,Free State,40105,FS - Non-metro
261100770000011801,Urban,Eastern Cape,20103,EC - Non-metro
271103480000011901,Traditional,Eastern Cape,20220,EC - Non-metro
864100050000011901,Farms,Mpumalanga,80301,MP - Non-metro
296102430000017801,Traditional,Eastern Cape,20211,EC - Non-metro
760107580000011401,Urban,Gauteng,70108,GP - Non-metro
797145160000003801,Urban,Gauteng,76105,GP - Ekurhuleni
797150560000023501,Urban,Gauteng,76109,GP - Ekurhuleni
763102690000002001,Urban,Gauteng,70101,GP - Non-metro
589101950000027701,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
798120550000019301,Urban,Gauteng,77116,GP - City of Johannesburg
799112850000010301,Urban,Gauteng,78103,GP - City of Tshwane
566104270000007001,Urban,KwaZulu-Natal,50105,KZN - Non-metro
962100590000005301,Traditional,Limpopo,90211,LP - Non-metro
798123980000010801,Urban,Gauteng,77116,GP - City of Johannesburg
538104100000003901,Urban,KwaZulu-Natal,50103,KZN - Non-metro
297102640000009001,Traditional,Eastern Cape,20216,EC - Non-metro
676102280000001401,Urban,North West,60105,NW - Non-metro
760112640000001601,Urban,Gauteng,70102,GP - Non-metro
665100410000023901,Traditional,North West,60202,NW - Non-metro
672102990000017801,Traditional,North West,60202,NW - Non-metro
982100210000000701,Urban,Limpopo,90104,LP - Non-metro
797148470000004901,Urban,Gauteng,76109,GP - Ekurhuleni
566104270000004501,Urban,KwaZulu-Natal,50105,KZN - Non-metro
987105070000006101,Traditional,Limpopo,90215,LP - Non-metro
286101950000001601,Traditional,Eastern Cape,20205,EC - Non-metro
297100340000011601,Traditional,Eastern Cape,20219,EC - Non-metro
799145810000042401,Urban,Gauteng,78108,GP - City of Tshwane
260109770000009301,Urban,Eastern Cape,22102,EC - Buffalo City
579101430000014401,Traditional,KwaZulu-Natal,50208,KZN - Non-metro
294108860000010601,Traditional,Eastern Cape,20210,EC - Non-metro
294107590000027501,Traditional,Eastern Cape,20201,EC - Non-metro
270103180000020601,Traditional,Eastern Cape,20207,EC - Non-metro
264100510000011801,Urban,Eastern Cape,20104,EC - Non-metro
798113670000001401,Urban,Gauteng,77112,GP - City of Johannesburg
472102030000008201,Traditional,Free State,40201,FS - Non-metro
378101440000007701,Farms,Northern Cape,30301,NC - Non-metro
662107580000006101,Traditional,North West,60203,NW - Non-metro
667100900000009401,Traditional,North West,60203,NW - Non-metro
169100130000033301,Farms,Western Cape,10301,WC - Non-metro
797129720000045201,Urban,Gauteng,76110,GP - Ekurhuleni
987100960000004601,Traditional,Limpopo,90216,LP - Non-metro
299114210000012701,Urban,Eastern Cape,23103,EC - Nelson Mandela Bay
864100610000011801,Urban,Mpumalanga,80101,MP - Non-metro
294104010000008501,Traditional,Eastern Cape,20219,EC - Non-metro
797144890000006501,Urban,Gauteng,76103,GP - Ekurhuleni
660100430000005001,Traditional,North West,60208,NW - Non-metro
369100280000010101,Urban,Northern Cape,30102,NC - Non-metro
798119240000000701,Urban,Gauteng,77108,GP - City of Johannesburg
798117880000010601,Urban,Gauteng,77106,GP - City of Johannesburg
285101180000005801,Urban,Eastern Cape,20102,EC - Non-metro
876102780000010101,Traditional,Mpumalanga,80203,MP - Non-metro
873101640000009401,Urban,Mpumalanga,80102,MP - Non-metro
163100380000017601,Urban,Western Cape,10102,WC - Non-metro
662107460000017401,Urban,North West,60108,NW - Non-metro
599152720000027901,Urban,KwaZulu-Natal,55106,KZN - eThekwini
299112720000007501,Urban,Eastern Cape,23102,EC - Nelson Mandela Bay
199126200000008701,Urban,Western Cape,11109,WC - City of Cape Town
293102410000004901,Traditional,Eastern Cape,20217,EC - Non-metro
286104300000019301,Urban,Eastern Cape,20101,EC - Non-metro
260116300000023201,Urban,Eastern Cape,22102,EC - Buffalo City
299104210000012501,Urban,Eastern Cape,23102,EC - Nelson Mandela Bay
499105140000001301,Urban,Free State,44101,FS - Mangaung
797150460000006401,Urban,Gauteng,76109,GP - Ekurhuleni
199121310000009601,Urban,Western Cape,11105,WC - City of Cape Town
538103800000017401,Urban,KwaZulu-Natal,50204,KZN - Non-metro
761101790000000701,Urban,Gauteng,70104,GP - Non-metro
473100910000004101,Urban,Free State,40105,FS - Non-metro
514102340000019801,Urban,KwaZulu-Natal,50109,KZN - Non-metro
760105090000008501,Urban,Gauteng,70104,GP - Non-metro
599113220000009901,Urban,KwaZulu-Natal,55109,KZN - eThekwini
292105160000015201,Traditional,Eastern Cape,20210,EC - Non-metro
976101460000012301,Traditional,Limpopo,90210,LP - Non-metro
361101130000017701,Traditional,Northern Cape,30201,NC - Non-metro
798136760000004501,Urban,Gauteng,77103,GP - City of Johannesburg
599139150000018701,Urban,KwaZulu-Natal,55104,KZN - eThekwini
599117320080000601,Urban,KwaZulu-Natal,55111,KZN - eThekwini
798119720000025301,Urban,Gauteng,77116,GP - City of Johannesburg
199138610000006901,Urban,Western Cape,11113,WC - City of Cape Town
577100850000012501,Traditional,KwaZulu-Natal,50218,KZN - Non-metro
799139310000022601,Urban,Gauteng,78105,GP - City of Tshwane
798117060000011501,Urban,Gauteng,77105,GP - City of Johannesburg
982103470000010501,Traditional,Limpopo,90211,LP - Non-metro
599126180000016001,Urban,KwaZulu-Natal,55102,KZN - eThekwini
199153800000002103,Urban,Western Cape,11113,WC - City of Cape Town
798163710000010501,Urban,Gauteng,77102,GP - City of Johannesburg
599126650000007801,Urban,KwaZulu-Natal,55105,KZN - eThekwini
295105270000006901,Traditional,Eastern Cape,20211,EC - Non-metro
968102310000006201,Traditional,Limpopo,90208,LP - Non-metro
961102160000010701,Traditional,Limpopo,90211,LP - Non-metro
360101270000010001,Traditional,Northern Cape,30201,NC - Non-metro
466100380000007301,Urban,Free State,40105,FS - Non-metro
797104740000012001,Urban,Gauteng,76108,GP - Ekurhuleni
472102030000005001,Traditional,Free State,40201,FS - Non-metro
575102880000005201,Traditional,KwaZulu-Natal,50208,KZN - Non-metro
282103080000007901,Traditional,Eastern Cape,20204,EC - Non-metro
798163450000006601,Urban,Gauteng,77103,GP - City of Johannesburg
797129720000055801,Urban,Gauteng,76110,GP - Ekurhuleni
177100490000062001,Urban,Western Cape,10105,WC - Non-metro
667105100000008601,Urban,North West,60103,NW - Non-metro
299108940000007801,Urban,Eastern Cape,23103,EC - Nelson Mandela Bay
499103270000009401,Urban,Free State,44101,FS - Mangaung
665102020000006501,Traditional,North West,60202,NW - Non-metro
868105050000008001,Urban,Mpumalanga,80401,MP - Non-metro
499102740000000701,Urban,Free State,44102,FS - Mangaung
524102800000010601,Urban,KwaZulu-Natal,50107,KZN - Non-metro
473100900000012401,Urban,Free State,40105,FS - Non-metro
969102170000006401,Traditional,Limpopo,90212,LP - Non-metro
499109440000015901,Urban,Free State,44102,FS - Mangaung
799118590000017301,Urban,Gauteng,78109,GP - City of Tshwane
799116810000000501,Urban,Gauteng,78110,GP - City of Tshwane
797124180000022701,Urban,Gauteng,76112,GP - Ekurhuleni
591101690000015801,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
588100340000015501,Traditional,KwaZulu-Natal,50214,KZN - Non-metro
199113820000002401,Urban,Western Cape,11109,WC - City of Cape Town
599141470000011501,Traditional,KwaZulu-Natal,55201,KZN - eThekwini
383102160000016901,Urban,Northern Cape,30103,NC - Non-metro
588100340000005501,Traditional,KwaZulu-Natal,50214,KZN - Non-metro
506104530000008901,Urban,KwaZulu-Natal,50103,KZN - Non-metro
592102520000022301,Urban,KwaZulu-Natal,50110,KZN - Non-metro
799151190000007601,Urban,Gauteng,78107,GP - City of Tshwane
271104880000001301,Traditional,Eastern Cape,20214,EC - Non-metro
797105380000004901,Urban,Gauteng,76101,GP - Ekurhuleni
871101890000014701,Urban,Mpumalanga,80108,MP - Non-metro
978101720000008401,Traditional,Limpopo,90204,LP - Non-metro
295103510000016701,Traditional,Eastern Cape,20202,EC - Non-metro
677101210000005001,Urban,North West,60107,NW - Non-metro
798125620000014901,Urban,Gauteng,77108,GP - City of Johannesburg
763101210000003401,Urban,Gauteng,70107,GP - Non-metro
299102760060001401,Urban,Eastern Cape,23101,EC - Nelson Mandela Bay
661103910000022401,Traditional,North West,60201,NW - Non-metro
524104460000006601,Urban,KwaZulu-Natal,50102,KZN - Non-metro
294107590000002701,Traditional,Eastern Cape,20201,EC - Non-metro
524101690000011401,Urban,KwaZulu-Natal,50102,KZN - Non-metro
599122250000007101,Urban,KwaZulu-Natal,55112,KZN - eThekwini
573100670000001901,Traditional,KwaZulu-Natal,50214,KZN - Non-metro
977100330000027901,Urban,Limpopo,90401,LP - Non-metro
592103360000004801,Urban,KwaZulu-Natal,50109,KZN - Non-metro
276103210000009801,Traditional,Eastern Cape,20213,EC - Non-metro
668100980000000901,Urban,North West,60104,NW - Non-metro
273101720000013101,Urban,Eastern Cape,20105,EC - Non-metro
260104340000004301,Urban,Eastern Cape,22103,EC - Buffalo City
985103920000028401,Traditional,Limpopo,90210,LP - Non-metro
199123990000002701,Urban,Western Cape,11113,WC - City of Cape Town
268100620000005101,Urban,Eastern Cape,20103,EC - Non-metro
580100330000009701,Traditional,KwaZulu-Natal,50209,KZN - Non-metro
169101390000008001,Urban,Western Cape,10105,WC - Non-metro
986102180000009601,Traditional,Limpopo,90212,LP - Non-metro
860100670000012601,Traditional,Mpumalanga,80202,MP - Non-metro
299115290000004201,Urban,Eastern Cape,23103,EC - Nelson Mandela Bay
766103930000014501,Urban,Gauteng,70104,GP - Non-metro
798119940000010101,Urban,Gauteng,77108,GP - City of Johannesburg
872101190000009501,Traditional,Mpumalanga,80201,MP - Non-metro
983101400000025801,Traditional,Limpopo,90210,LP - Non-metro
871101890000016301,Urban,Mpumalanga,80108,MP - Non-metro
379100400000008501,Urban,Northern Cape,30104,NC - Non-metro
369100280000001301,Urban,Northern Cape,30102,NC - Non-metro
295102730000001001,Traditional,Eastern Cape,20206,EC - Non-metro
874105320000006201,Traditional,Mpumalanga,80204,MP - Non-metro
580103820000009701,Traditional,KwaZulu-Natal,50208,KZN - Non-metro
868102250000021401,Urban,Mpumalanga,80109,MP - Non-metro
678100210000002401,Urban,North West,60107,NW - Non-metro
799116700000016301,Urban,Gauteng,78106,GP - City of Tshwane
798129840000025901,Urban,Gauteng,77108,GP - City of Johannesburg
199118870000017601,Urban,Western Cape,11114,WC - City of Cape Town
797153250000003301,Urban,Gauteng,76105,GP - Ekurhuleni
599132870000004901,Urban,KwaZulu-Natal,55106,KZN - eThekwini
290106610000019201,Traditional,Eastern Cape,20211,EC - Non-metro
268100540000037001,Urban,Eastern Cape,20102,EC - Non-metro
199115000000013901,Urban,Western Cape,11107,WC - City of Cape Town
571102100000003201,Farms,KwaZulu-Natal,50301,KZN - Non-metro
199114870000005201,Urban,Western Cape,11105,WC - City of Cape Town
799145270000015901,Urban,Gauteng,78108,GP - City of Tshwane
798113010000002301,Urban,Gauteng,77108,GP - City of Johannesburg
864100050000001701,Farms,Mpumalanga,80301,MP - Non-metro
677100270000006601,Urban,North West,60101,NW - Non-metro
291101560000017801,Traditional,Eastern Cape,20211,EC - Non-metro
597101020000001401,Traditional,KwaZulu-Natal,50217,KZN - Non-metro
871100340000024701,Traditional,Mpumalanga,80108,MP - Non-metro
875101280000013101,Urban,Mpumalanga,80101,MP - Non-metro
799115440000007301,Urban,Gauteng,78111,GP - City of Tshwane
799112390000009201,Farms,Gauteng,78201,GP - City of Tshwane
598104600000000801,Traditional,KwaZulu-Natal,50217,KZN - Non-metro
199142990000015301,Urban,Western Cape,11114,WC - City of Cape Town
506103430000005001,Urban,KwaZulu-Natal,50105,KZN - Non-metro
799117990000000801,Urban,Gauteng,78108,GP - City of Tshwane
166103680000006601,Urban,Western Cape,10103,WC - Non-metro
872104410000020601,Traditional,Mpumalanga,80201,MP - Non-metro
799102300000020701,Urban,Gauteng,78113,GP - City of Tshwane
599125090000009401,Urban,KwaZulu-Natal,55106,KZN - eThekwini
799143590000002701,Urban,Gauteng,78108,GP - City of Tshwane
299115830000003801,Urban,Eastern Cape,23101,EC - Nelson Mandela Bay
598104600000004401,Traditional,KwaZulu-Natal,50217,KZN - Non-metro
299105160000002701,Urban,Eastern Cape,23104,EC - Nelson Mandela Bay
968101630000001801,Traditional,Limpopo,90203,LP - Non-metro
375100350000008301,Urban,Northern Cape,30103,NC - Non-metro
860100620000003501,Traditional,Mpumalanga,80207,MP - Non-metro
962104300000022401,Traditional,Limpopo,90207,LP - Non-metro
477100840000004901,Urban,Free State,40102,FS - Non-metro
660101760000005501,Traditional,North West,60203,NW - Non-metro
799116700000003901,Urban,Gauteng,78106,GP - City of Tshwane
761101160000024902,Urban,Gauteng,70107,GP - Non-metro
583100770000013201,Traditional,KwaZulu-Natal,50208,KZN - Non-metro
798114250000007501,Urban,Gauteng,77102,GP - City of Johannesburg
797150730000036701,Urban,Gauteng,76109,GP - Ekurhuleni
876102010000014101,Traditional,Mpumalanga,80202,MP - Non-metro
764102620000005801,Urban,Gauteng,70108,GP - Non-metro
797150250000015501,Urban,Gauteng,76109,GP - Ekurhuleni
561101830000023001,Traditional,KwaZulu-Natal,50214,KZN - Non-metro
973101820000017901,Traditional,Limpopo,90209,LP - Non-metro
797122930000009901,Urban,Gauteng,76102,GP - Ekurhuleni
526100710000014401,Farms,KwaZulu-Natal,50216,KZN - Non-metro
973101820000001901,Traditional,Limpopo,90209,LP - Non-metro
290102640000002601,Traditional,Eastern Cape,20217,EC - Non-metro
797108470000141201,Urban,Gauteng,76103,GP - Ekurhuleni
987105070000008201,Traditional,Limpopo,90215,LP - Non-metro
976103430000014201,Traditional,Limpopo,90207,LP - Non-metro
861101810270001001,Urban,Mpumalanga,80110,MP - Non-metro
168100800000056101,Urban,Western Cape,10101,WC - Non-metro
798100690000013101,Urban,Gauteng,77113,GP - City of Johannesburg
585100570000005901,Traditional,KwaZulu-Natal,50205,KZN - Non-metro
299113080000002901,Urban,Eastern Cape,23106,EC - Nelson Mandela Bay
599149160000000501,Urban,KwaZulu-Natal,55112,KZN - eThekwini
761101790000005201,Urban,Gauteng,70104,GP - Non-metro
599155880110001801,Urban,KwaZulu-Natal,55111,KZN - eThekwini
166102830000012501,Urban,Western Cape,10111,WC - Non-metro
599148650000017201,Traditional,KwaZulu-Natal,55201,KZN - eThekwini
599139620000017901,Urban,KwaZulu-Natal,55102,KZN - eThekwini
464100370000014401,Urban,Free State,40105,FS - Non-metro
797152570000008201,Urban,Gauteng,76111,GP - Ekurhuleni
797147090000006801,Urban,Gauteng,76110,GP - Ekurhuleni
592104160000010101,Urban,KwaZulu-Natal,50109,KZN - Non-metro
874107110000009401,Traditional,Mpumalanga,80208,MP - Non-metro
472103340000015101,Urban,Free State,40108,FS - Non-metro
760107870000012401,Urban,Gauteng,70104,GP - Non-metro
966106200000002401,Urban,Limpopo,90102,LP - Non-metro
260109920000012101,Urban,Eastern Cape,22102,EC - Buffalo City
798153100000043801,Urban,Gauteng,77102,GP - City of Johannesburg
166102950000015101,Urban,Western Cape,10111,WC - Non-metro
379100850000007301,Urban,Northern Cape,30101,NC - Non-metro
874110160000011401,Traditional,Mpumalanga,80208,MP - Non-metro
360101860000031601,Traditional,Northern Cape,30201,NC - Non-metro
597100470000005101,Traditional,KwaZulu-Natal,50217,KZN - Non-metro
594101370000012301,Urban,KwaZulu-Natal,50101,KZN - Non-metro
499109090000008601,Urban,Free State,44103,FS - Mangaung
599132870000007701,Urban,KwaZulu-Natal,55106,KZN - eThekwini
665101110000010701,Traditional,North West,60205,NW - Non-metro
862102380000011301,Farms,Mpumalanga,80301,MP - Non-metro
597100600000004001,Traditional,KwaZulu-Natal,50218,KZN - Non-metro
167102530100001001,Urban,Western Cape,10109,WC - Non-metro
561101830000014601,Traditional,KwaZulu-Natal,50214,KZN - Non-metro
468101340000009601,Urban,Free State,40104,FS - Non-metro
260110960000001401,Urban,Eastern Cape,22101,EC - Buffalo City
982100570000014201,Urban,Limpopo,90105,LP - Non-metro
962107490000000701,Traditional,Limpopo,90213,LP - Non-metro
278100240000007901,Urban,Eastern Cape,20102,EC - Non-metro
798165630000054101,Urban,Gauteng,77102,GP - City of Johannesburg
199105310000020701,Urban,Western Cape,11107,WC - City of Cape Town
266100160000007201,Urban,Eastern Cape,20108,EC - Non-metro
294107890000008001,Urban,Eastern Cape,20213,EC - Non-metro
874109400000009801,Traditional,Mpumalanga,80208,MP - Non-metro
162100910000012001,Urban,Western Cape,10103,WC - Non-metro
977100060000020801,Urban,Limpopo,90401,LP - Non-metro
199138080000001401,Urban,Western Cape,11101,WC - City of Cape Town
799140700000011501,Urban,Gauteng,78105,GP - City of Tshwane
867100630000005901,Urban,Mpumalanga,80102,MP - Non-metro
473100210110000701,Urban,Free State,40104,FS - Non-metro
672102680000044701,Traditional,North West,60203,NW - Non-metro
294101620000019101,Traditional,Eastern Cape,20216,EC - Non-metro
661108580000004901,Traditional,North West,60208,NW - Non-metro
798165280000010101,Urban,Gauteng,77102,GP - City of Johannesburg
797133230000003601,Urban,Gauteng,76112,GP - Ekurhuleni
580101390000019001,Traditional,KwaZulu-Natal,50212,KZN - Non-metro
797150250000007901,Urban,Gauteng,76109,GP - Ekurhuleni
877109310000004101,Traditional,Mpumalanga,80204,MP - Non-metro
504100580000003601,Traditional,KwaZulu-Natal,50218,KZN - Non-metro
570101260000012301,Urban,KwaZulu-Natal,50102,KZN - Non-metro
798118900000015001,Urban,Gauteng,77116,GP - City of Johannesburg
286104300000005301,Urban,Eastern Cape,20101,EC - Non-metro
499110920160001201,Urban,Free State,44103,FS - Mangaung
599136660000044801,Urban,KwaZulu-Natal,55111,KZN - eThekwini
974106230000003601,Traditional,Limpopo,90209,LP - Non-metro
167102530100002601,Urban,Western Cape,10109,WC - Non-metro
968106250000011501,Traditional,Limpopo,90201,LP - Non-metro
966107560000003701,Traditional,Limpopo,90204,LP - Non-metro
799119670010001001,Urban,Gauteng,78113,GP - City of Tshwane
962103370000023501,Traditional,Limpopo,90205,LP - Non-metro
799127290140000501,Urban,Gauteng,78113,GP - City of Tshwane
260115130000011001,Traditional,Eastern Cape,22201,EC - Buffalo City
798111470000009401,Urban,Gauteng,77111,GP - City of Johannesburg
361101430000002701,Traditional,Northern Cape,30201,NC - Non-metro
293101370000010301,Traditional,Eastern Cape,20221,EC - Non-metro
