ID,UQNO,Q12Gender,Q13Age,Q14Population,Q15Mothaliv,Q16Mothparthh,Q17Fathaliv,Q18Fathparthh,Q19G_Parparthh,Q22Attend,Q23Eduinst,Q24AGE_GR1,Q25Miss_Day,Q26Miss_Rsn,Q27Daysabsent,Q28Everattend,Q29Whynot,Q210Age_Gr1,Q211Ageleft,Q212Whyleft,Q51AFARMWRK_W,Q51ATIME,Q51BFETCHWATER_W,Q51BTIME,Q51CFETCHWOOD_W,Q51CTIME,Q51DPRODHHGDS_W,Q51DTIME,Q51ECONSTRUC_W,Q51ETIME,Q51FCATCHFOOD_W,Q51FTIME,Q52ABEG_LSTW,Q52BBEG_LSTYR,Q53AFARMWRK_Y,Q53BFETCHWATER_Y,Q53CFETCHWOOD_Y,Q53DPRODHHGDS_Y,Q53ECONSTRUC_Y,Q53FCATCHFOOD_Y,Q54TIME,Q71ACOOK,Q71BCLEAN,Q71CLAUNDRY,Q71DCHILDMIND,Q71EMAINTENANCE,Q71FSHOP,Q71GOTHR,Q72TIME,Q73ATTEND,Q741AFTERSCH,Q742BEFORESCH,Q743WEEKEND,Q75ACLEAN,Q75BMAINTENANCE,Q75CGARDEN,Q75DMARK,Q75EHOUSE,Q75FOTHR,Q76TIME,Q77ADIF_CTCHUP,Q77BNOTIME,Q77CCONCENTRATE,Q77DPUNCTUAL,Q77ELEISURE,Q78ASUBCODE,Q78BSUBCODE,Child_Labour
8421,570101110000001501,Male,12,Indian/Asian,Yes,No,Yes,Yes,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,English First Additional Language,0
8422,798109270000033001,Male,17,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Natural Sciences,Technology,0
8423,599155880110000301,Male,8,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,Bad weather conditions,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,1.0,No,No,Yes,Yes,Yes,IsiZulu Home Language,Mathematics,0
8424,799127290140000101,Female,6,African/Black,Yes,Yes,No,,No,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,10 to 19 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,No,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Dramatic Arts,Life Skills,0
8425,589102030000015401,Female,9,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,Yes,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,IsiZulu Home Language,English First Additional Language,0
8426,271100480000013901,Female,7,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,Yes,Bad weather conditions,1 to 4 days,,,,,,No,,Yes,1.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,No,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,IsiXhosa Home Language,Mathematics,0
8427,798143110000034101,Female,6,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,English First Additional Language,0
8428,763103110000016501,Male,12,African/Black,Yes,Yes,Yes,Yes,Yes,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,Yes,No,No,No,Afrikaans First Additional Language,Mathematics,0
8429,864100610000001601,Female,13,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,English First Additional Language,0
8430,583103350000003901,Female,8,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,Yes,No,Yes,Yes,No,IsiZulu Home Language,English First Additional Language,0
8431,668100300030002001,Female,10,African/Black,No,,Yes,No,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,Yes,1.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Mathematics,English First Additional Language,0
8432,299113080000001001,Male,6,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Dramatic Arts,Other,0
8433,499107470000027901,Male,9,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Dramatic Arts,English First Additional Language,0
8434,871102030000017301,Male,12,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,0.0,No,No,No,No,No,English First Additional Language,Mathematics,0
8435,290105930000092001,Female,14,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,7.0,Yes,Did not want to/feel like going to school,1 to 4 days,,,,,,No,,Yes,2.0,Yes,2.0,No,,No,,No,,No,No,Yes,Yes,Yes,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,2.0,No,No,No,No,No,English First Additional Language,Mathematics,1
8436,573100470000012901,Female,15,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,Illness   ,5 to 9 days,,,,,,No,,Yes,4.0,Yes,1.0,No,,No,,No,,No,No,No,Yes,Yes,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,English First Additional Language,0
8437,576102310000014601,Male,10,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,Yes,7.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,Yes,No,Yes,Yes,No,English First Additional Language,IsiXhosa Home Language,1
8438,676100320000017301,Male,13,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,Illness   ,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,Yes,No,Yes,No,No,English First Additional Language,Mathematics,0
8439,766102570080000301,Male,10,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Life Orientation,Natural Sciences,0
8440,581101440000001401,Male,12,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,Yes,School vacation period,1 to 4 days,,,,,,Yes,14.0,No,,No,,No,,No,,No,,No,No,Yes,No,No,No,No,No,VALUE TO COMPUTE,No,Yes,Yes,No,Yes,Yes,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,8.0,Yes,Yes,No,No,No,IsiZulu Home Language,Social Sciences,1
8441,599131070000003301,Male,10,Indian/Asian,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,Life Sciences,0
8442,961101960000012001,Male,10,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,Yes,1.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Sepedi Home Language,Mathematics,0
8443,666301150000250901,Male,12,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,5.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,Life Orientation,0
8444,798111470000009401,Male,5,Coloured,Yes,Yes,Yes,Yes,No,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,Yes,"Other, specify",1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Dramatic Arts,Afrikaans First Additional Language,0
8445,514101030000016101,Male,5,African/Black,Yes,Yes,Yes,No,Yes,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,IsiZulu Home Language,Accounting,0
8446,798155230000109301,Female,6,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,0.0,No,No,No,No,No,IsiZulu Home Language,English First Additional Language,0
8447,961101960000001501,Male,17,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,Yes,2.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,Yes,Sepedi Home Language,Technology,0
8448,866102790000002801,Female,12,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Afrikaans First Additional Language,0
8449,297105170000001001,Female,17,African/Black,Yes,No,No,,Yes,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,Yes,2.0,Yes,2.0,No,,No,,No,,No,No,Yes,Yes,Yes,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,2.0,No,No,No,No,No,English First Additional Language,Mathematics,1
8450,286101780000001701,Female,13,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,No,No,Yes,No,No,No,No,No,No,,Yes,No,No,No,No,Life Orientation,Dramatic Arts,0
8451,566100570000002101,Male,9,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Dramatic Arts,0
8452,293102410000028701,Female,11,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,Yes,5.0,Yes,2.0,No,,No,,No,,No,No,No,Yes,Yes,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Mathematics,0
8453,477101030000003501,Female,8,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Sesotho Home Language,Life Skills,0
8454,467108000000006001,Male,7,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,0.0,Yes,No,Yes,No,No,Mathematics,English First Additional Language,0
8455,169101390000010101,Female,16,Coloured,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,Yes,No transport,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Life Orientation,Afrikaans First Additional Language,0
8456,799141260000011501,Male,7,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Mathematics,English First Additional Language,0
8457,270101890000025301,Male,13,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,Yes,Did not want to/feel like going to school,1 to 4 days,,,,,,Yes,1.0,No,,Yes,2.0,No,,No,,No,,No,No,Yes,Yes,Yes,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Afrikaans First Additional Language,English First Additional Language,1
8458,524101300000006401,Male,9,African/Black,Yes,No,Yes,Yes,Yes,Yes,Primary or secondary school,5.0,No,,1 to 4 days,,,,,,No,,Yes,0.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,Yes,No,No,No,No,No,0.0,No,No,No,No,No,IsiZulu Home Language,English First Additional Language,0
8459,199114870000005201,Female,14,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,IsiXhosa Home Language,0
8460,661101430000010401,Female,11,African/Black,No,,No,,No,Yes,Primary or secondary school,6.0,Yes,Teacher was absent,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,Yes,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,Yes,No,No,Yes,No,Life Skills,Social Sciences,0
8461,293102590000018001,Male,8,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,No,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Mathematics,0
8462,575102810000006101,Male,8,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,Yes,1.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,2.0,Yes,No,No,No,No,English First Additional Language,Mathematics,0
8463,292104790000008101,Female,17,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,Yes,5.0,No,,No,,No,,No,,No,No,No,Yes,Yes,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,English First Additional Language,Life Orientation,0
8464,260116300000026001,Male,16,African/Black,Yes,Yes,No,,Yes,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,No,No,No,No,No,Natural Sciences,English First Additional Language,0
8465,874105320000002601,Female,14,African/Black,No,,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,Yes,No,No,Yes,No,Technology,Life Orientation,0
8466,797150730000036701,Male,9,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,5.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,IsiXhosa Home Language,Life Orientation,0
8467,799147730000001601,Male,10,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Xitsonga Home Language,0
8468,799131510000002701,Female,10,African/Black,Yes,No,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,No,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,Xitsonga Home Language,0
8469,360101860000015201,Female,16,African/Black,No,,No,,No,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,0 days,,,,,,No,,Yes,1.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,Yes,No,No,No,No,Mathematics,Economic Management Sciences,0
8470,798113470000009501,Male,17,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,Yes,Mathematical Literacy,English First Additional Language,0
8471,598104600000002601,Female,8,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,Yes,No transport,10 to 19 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,Yes,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,English First Additional Language,IsiXhosa Home Language,1
8472,799127290140000201,Male,5,African/Black,Yes,Yes,Yes,Yes,No,No,,,,,,No,Too old/young,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,,,,,,,,,,,,,,,,,,0
8473,798163360000056401,Female,5,African/Black,Yes,Yes,Yes,No,Yes,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,English First Additional Language,Dramatic Arts,0
8474,863100760000005101,Male,16,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,Yes,Yes,Yes,No,No,No,No,2.0,No,No,No,No,No,Social Sciences,Life Sciences,0
8475,974103600000040701,Male,15,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,8.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,Yes,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,1.0,Yes,No,Yes,No,No,Sepedi Home Language,English First Additional Language,0
8476,797116710000018201,Female,15,African/Black,Yes,Yes,No,,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Physical Sciences,Computer Applications Technology,0
8477,797114280000014401,Female,11,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,English First Additional Language,0
8478,966103450000004901,Female,14,African/Black,Yes,No,No,,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,Yes,No,No,1.0,No,No,No,Yes,No,Natural Sciences,Technology,0
8479,797126010030004701,Male,11,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Life Skills,Mathematics,0
8480,283101060000014301,Male,14,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,Did not want to/feel like going to school,1 to 4 days,,,,,,No,,Yes,1.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,Yes,No,No,No,No,Natural Sciences,Mathematics,0
8481,760107580000011401,Male,9,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,Afrikaans First Additional Language,0
8482,460100940000008901,Female,12,African/Black,Yes,Yes,Yes,Yes,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,Yes,1.0,Yes,2.0,No,,No,,No,,No,No,No,Yes,Yes,No,No,No,VALUE TO COMPUTE,No,No,Yes,No,No,Yes,Yes,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,1.0,No,No,No,No,No,Afrikaans First Additional Language,English First Additional Language,0
8483,797133380000019501,Male,6,African/Black,Yes,No,Yes,No,Yes,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Accounting,Dramatic Arts,0
