ID,UQNO,Q12Gender,Q13Age,Q14Population,Q15Mothaliv,Q16Mothparthh,Q17Fathaliv,Q18Fathparthh,Q19G_Parparthh,Q22Attend,Q23Eduinst,Q24AGE_GR1,Q25Miss_Day,Q26Miss_Rsn,Q27Daysabsent,Q28Everattend,Q29Whynot,Q210Age_Gr1,Q211Ageleft,Q212Whyleft,Q51AFARMWRK_W,Q51ATIME,Q51BFETCHWATER_W,Q51BTIME,Q51CFETCHWOOD_W,Q51CTIME,Q51DPRODHHGDS_W,Q51DTIME,Q51ECONSTRUC_W,Q51ETIME,Q51FCATCHFOOD_W,Q51FTIME,Q52ABEG_LSTW,Q52BBEG_LSTYR,Q53AFARMWRK_Y,Q53BFETCHWATER_Y,Q53CFETCHWOOD_Y,Q53DPRODHHGDS_Y,Q53ECONSTRUC_Y,Q53FCATCHFOOD_Y,Q54TIME,Q71ACOOK,Q71BCLEAN,Q71CLAUNDRY,Q71DCHILDMIND,Q71EMAINTENANCE,Q71FSHOP,Q71GOTHR,Q72TIME,Q73ATTEND,Q741AFTERSCH,Q742BEFORESCH,Q743WEEKEND,Q75ACLEAN,Q75BMAINTENANCE,Q75CGARDEN,Q75DMARK,Q75EHOUSE,Q75FOTHR,Q76TIME,Q77ADIF_CTCHUP,Q77BNOTIME,Q77CCONCENTRATE,Q77DPUNCTUAL,Q77ELEISURE,Q78ASUBCODE,Q78BSUBCODE,Geo_Type_Code,Province,Stratum,Metro_code
12743,874104150000009501,Male,12,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,8.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,3.0,No,No,No,No,No,English First Additional Language,Mathematics,Traditional,Mpumalanga,80208,MP - Non-metro
12744,575102810000008602,Male,9,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,Yes,1.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,2.0,Yes,No,No,No,No,Yes,No,3.0,Yes,Yes,No,Yes,No,Yes,No,No,No,No,3.0,No,No,No,No,No,Mathematics,IsiXhosa Home Language,Traditional,KwaZulu-Natal,50209,KZN - Non-metro
12745,199112660000003501,Female,9,Coloured,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,Yes,No,1.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Afrikaans First Additional Language,English First Additional Language,Urban,Western Cape,11104,WC - City of Cape Town
12746,599139920000012401,Female,10,African/Black,Yes,Yes,No,,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,Yes,Yes,39.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,15.0,No,No,No,No,No,English First Additional Language,Mathematics,Urban,KwaZulu-Natal,55102,KZN - eThekwini
12747,970100120000003701,Male,13,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,Yes,No,5.0,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,2.0,No,No,No,No,No,English First Additional Language,Life Sciences,Traditional,Limpopo,90209,LP - Non-metro
12748,594100940000009601,Male,9,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,Yes,Illness   ,1 to 4 days,,,,,,No,,Yes,1.0,No,,No,,No,,No,,No,No,Yes,Yes,Yes,No,No,No,6.0,No,Yes,Yes,Yes,No,Yes,No,5.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,Yes,Yes,Yes,Mathematics,English First Additional Language,Traditional,KwaZulu-Natal,50202,KZN - Non-metro
12749,299111090000006101,Male,7,Coloured,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,4.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,English First Additional Language,Urban,Eastern Cape,23106,EC - Nelson Mandela Bay
12750,199115000000009701,Male,16,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,Injury,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,Yes,No,27.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,Yes,No,Yes,No,Yes,English First Additional Language,Mathematics,Urban,Western Cape,11107,WC - City of Cape Town
12751,524105720000000101,Male,13,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,5.0,Yes,"Other, specify",1 to 4 days,,,,,,No,,Yes,1.0,Yes,0.0,No,,No,,No,,No,No,No,Yes,Yes,No,No,No,1.0,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,No,No,Mathematics,English First Additional Language,Farms,KwaZulu-Natal,50301,KZN - Non-metro
12752,876102560000004101,Female,5,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,5.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,SiSwati Home Language,English First Additional Language,Traditional,Mpumalanga,80203,MP - Non-metro
12753,877109670000005701,Female,5,African/Black,Yes,Yes,Yes,No,No,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,IsiXhosa Home Language,Mathematics,Traditional,Mpumalanga,80202,MP - Non-metro
12754,292105160000009801,Male,12,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,Yes,6.0,Yes,6.0,No,,No,,No,,No,,No,No,Yes,Yes,No,No,No,No,20.0,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,IsiXhosa Home Language,English First Additional Language,Traditional,Eastern Cape,20210,EC - Non-metro
12755,662107790000023301,Male,13,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,Yes,No,2.0,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,1.0,No,No,No,No,No,English First Additional Language,Arts & Culture,Urban,North West,60103,NW - Non-metro
12756,665101020000018801,Male,8,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,Teacher was absent,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Setswana Home Language,Life Skills,Traditional,North West,60207,NW - Non-metro
12757,499111480000005201,Female,8,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,0.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,Yes,No,Mathematics,Life Skills,Urban,Free State,44102,FS - Mangaung
12758,468100350000019601,Male,7,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Sesotho Home Language,English First Additional Language,Urban,Free State,40104,FS - Non-metro
12759,799135300000015101,Male,11,African/Black,Yes,No,Yes,Yes,Yes,Yes,Primary or secondary school,6.0,Yes,Illness   ,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,Yes,No,2.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Life Skills,Urban,Gauteng,78105,GP - City of Tshwane
12760,966103800000011001,Female,7,African/Black,Yes,No,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,2.0,Yes,No,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Tshivenda Home Language,Urban,Limpopo,90102,LP - Non-metro
12761,562101080000018201,Female,17,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,Yes,1.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,6.0,Yes,Yes,Yes,No,No,Yes,No,3.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Physical Sciences,Life Sciences,Traditional,KwaZulu-Natal,50203,KZN - Non-metro
12762,985100030000016101,Female,11,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,Illness   ,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,1.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Natural Sciences,Mathematics,Traditional,Limpopo,90208,LP - Non-metro
12763,798146580000015801,Male,6,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,IsiZulu Home Language,Urban,Gauteng,77104,GP - City of Johannesburg
12764,968106250000003001,Male,7,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Tshivenda Home Language,Life Sciences,Traditional,Limpopo,90201,LP - Non-metro
12765,661100020000159401,Female,13,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,Yes,No,34.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,3.0,No,No,No,No,No,Geography,Setswana Home Language,Farms,North West,60301,NW - Non-metro
12766,297100340000011601,Female,9,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,5 to 9 days,,,,,,No,,Yes,0.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,1.0,No,Yes,Yes,No,No,No,No,1.0,Yes,No,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,English First Additional Language,Traditional,Eastern Cape,20219,EC - Non-metro
12767,797121690000012501,Female,16,African/Black,Yes,No,Yes,Yes,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,Yes,No,2.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Mathematics,Physical Sciences,Urban,Gauteng,76107,GP - Ekurhuleni
12768,199107750000017301,Female,14,Coloured,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Life Orientation,English First Additional Language,Urban,Western Cape,11104,WC - City of Cape Town
12769,581100590000006901,Female,15,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,Yes,No,4.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,2.0,No,Yes,Yes,Yes,No,Mathematics,Computer Applications Technology,Traditional,KwaZulu-Natal,50213,KZN - Non-metro
12770,199107550000007701,Male,15,Coloured,Yes,Yes,Yes,Yes,Yes,Yes,Primary or secondary school,7.0,No,,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,Life Sciences,Urban,Western Cape,11108,WC - City of Cape Town
12771,290105930000092001,Female,12,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,Yes,2.0,Yes,1.0,No,,No,,No,,No,No,Yes,Yes,Yes,No,No,No,5.0,Yes,Yes,Yes,No,No,Yes,No,2.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,2.0,No,No,No,No,No,IsiXhosa Home Language,English First Additional Language,Urban,Eastern Cape,20101,EC - Non-metro
12772,361101900000001801,Male,8,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,Setswana Home Language,English First Additional Language,Traditional,Northern Cape,30401,NC - Non-metro
12773,297101550000009201,Male,5,African/Black,Yes,No,Yes,Yes,No,No,,,,,,No,Too old/young,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,Traditional,Eastern Cape,20216,EC - Non-metro
12774,467102630000007001,Female,13,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,2.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Mathematical Literacy,Urban,Free State,40108,FS - Non-metro
12775,798114430000037101,Female,17,African/Black,Yes,Yes,No,,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,Yes,No,1.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,Life Sciences,Urban,Gauteng,77102,GP - City of Johannesburg
12776,966108060000020501,Male,11,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,Illness   ,1 to 4 days,,,,,,No,,Yes,3.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,9.0,No,Yes,No,No,No,Yes,No,4.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,Social Sciences,Traditional,Limpopo,90208,LP - Non-metro
12777,760106800080000301,Male,7,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,5.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Sesotho Home Language,Mathematics,Urban,Gauteng,70107,GP - Non-metro
12778,798145540100001101,Male,16,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,8.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,Yes,No,No,Yes,No,2.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Social Sciences,Technology,Urban,Gauteng,77101,GP - City of Johannesburg
12779,660101620000009901,Male,10,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Mathematical Literacy,Social Sciences,Traditional,North West,60201,NW - Non-metro
12780,760100050000014801,Female,12,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,1.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Afrikaans First Additional Language,English First Additional Language,Urban,Gauteng,70109,GP - Non-metro
12781,677100490000013901,Female,15,Indian/Asian,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Mathematics,Urban,North West,60105,NW - Non-metro
12782,499101500000003901,Male,7,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,Yes,1.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,0.0,Yes,Yes,Yes,No,No,No,No,1.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,Sesotho Home Language,Urban,Free State,44101,FS - Mangaung
12783,760112780000014801,Female,8,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,Injury,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Sesotho Home Language,Mathematics,Urban,Gauteng,70102,GP - Non-metro
12784,467101240000013101,Female,5,African/Black,Yes,Yes,Yes,No,No,No,,,,,,No,Too old/young,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,1.0,No,,,,,,,,,,,,,,,,,,Urban,Free State,40102,FS - Non-metro
12785,763101700000008101,Male,15,Indian/Asian,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,2.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Economics,Physical Sciences,Urban,Gauteng,70109,GP - Non-metro
12786,985105080000004901,Male,15,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,Yes,No,1.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,English First Additional Language,Traditional,Limpopo,90214,LP - Non-metro
12787,797147900000019801,Male,13,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,Yes,No,No,No,No,No,2.0,No,No,No,No,No,Life Orientation,Mathematics,Urban,Gauteng,76109,GP - Ekurhuleni
12788,979100540000034501,Female,6,African/Black,Yes,Yes,Yes,Yes,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,No,No,1.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,English First Additional Language,Sepedi Home Language,Urban,Limpopo,90105,LP - Non-metro
12789,299107180000022401,Female,9,White,Yes,Yes,No,,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,1.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Afrikaans First Additional Language,English First Additional Language,Urban,Eastern Cape,23105,EC - Nelson Mandela Bay
12790,599125140000004101,Male,12,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,School vacation period,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,1.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Economic Management Sciences,English First Additional Language,Urban,KwaZulu-Natal,55102,KZN - eThekwini
12791,974103950000013601,Female,5,African/Black,Yes,Yes,Yes,No,Yes,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Dramatic Arts,Numeracy,Traditional,Limpopo,90209,LP - Non-metro
12792,764101840000007701,Male,10,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,Yes,No,4.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Natural Sciences,Mathematics,Urban,Gauteng,70107,GP - Non-metro
12793,514103110000012301,Male,16,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,Yes,Illness   ,5 to 9 days,,,,,,No,,Yes,2.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,22.0,Yes,Yes,Yes,No,No,Yes,No,10.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,Life Sciences,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
12794,581100590000020901,Male,14,African/Black,Yes,No,Yes,Yes,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,Yes,Yes,Yes,No,No,No,5.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,English First Additional Language,Traditional,KwaZulu-Natal,50213,KZN - Non-metro
12795,669102830000011201,Female,14,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,Yes,No,5.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Mathematics,Traditional,North West,60202,NW - Non-metro
12796,268101910000000901,Male,14,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,Yes,Did not want to/feel like going to school,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,Yes,No,2.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Geography,History,Urban,Eastern Cape,20106,EC - Non-metro
12797,293104660000010201,Female,9,African/Black,No,,Yes,No,Yes,Yes,Primary or secondary school,6.0,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,2.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Social Sciences,Traditional,Eastern Cape,20217,EC - Non-metro
12798,667104420000021901,Female,14,African/Black,No,,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,Yes,No,11.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,2.0,No,No,No,No,No,Setswana Home Language,Mathematics,Traditional,North West,60204,NW - Non-metro
12799,797137450000017901,Female,10,African/Black,Yes,Yes,No,,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,Yes,No,2.0,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,English First Additional Language,IsiZulu Home Language,Urban,Gauteng,76107,GP - Ekurhuleni
12800,599139270000001401,Female,5,African/Black,Yes,Yes,Yes,Yes,No,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Dramatic Arts,Mathematics,Urban,KwaZulu-Natal,55106,KZN - eThekwini
12801,597100890000005701,Male,15,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,Yes,Teacher was absent,5 to 9 days,,,,,,No,,Yes,1.0,Yes,2.0,No,,Yes,3.0,No,,No,No,Yes,Yes,Yes,No,Yes,No,8.0,Yes,Yes,Yes,No,Yes,Yes,No,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,4.0,Yes,No,Yes,Yes,Yes,Natural Sciences,Social Sciences,Farms,KwaZulu-Natal,50203,KZN - Non-metro
12802,370100450070002401,Male,16,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,Yes,"Other, specify",10 to 19 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,No,Yes,No,Yes,No,10.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,Life Sciences,History,Urban,Northern Cape,30103,NC - Non-metro
12803,799122650000004801,Female,10,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,4.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,English First Additional Language,Urban,Gauteng,78107,GP - City of Tshwane
12804,871104390000002701,Female,17,African/Black,Yes,Yes,No,,No,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,No,Yes,No,2.0,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Agricultural Science,Tourism,Traditional,Mpumalanga,80205,MP - Non-metro
12805,538100790000017201,Female,17,African/Black,Yes,Yes,No,,Yes,Yes,Primary or secondary school,6.0,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,Yes,No,10.0,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,No,No,No,No,No,Life Orientation,IsiZulu Home Language,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
12806,579101430000021901,Male,9,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,Yes,No,4.0,Yes,No,No,Yes,No,Yes,No,No,No,No,1.0,No,No,No,No,No,IsiZulu Home Language,English First Additional Language,Traditional,KwaZulu-Natal,50208,KZN - Non-metro
